Feature_name	mean_mae	sd	rank	mean_within_mae	within_sd	within_rank
wavelet-LHL_firstorder_Range	0.35613892588861457	0.3057002175818943	253	0.29404007580289815	0.14004077623022806	363
wavelet-HLH_glcm_JointEntropy	0.3389649611787348	0.10544145441726749	306	0.29644961994599484	0.10228754682030936	369
wavelet-HLH_glcm_SumSquares	0.3203136786709771	0.10865243359988856	287	0.25983857085332734	0.08823095418492256	320
original_glcm_ClusterProminence	0.6316798127831266	3.079252414650177	119	0.25891230459155046	0.7186196535312391	129
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized	0.43691060176743096	0.10643724358353793	464	0.4212015991296325	0.11183964794343582	576
wavelet-HLH_gldm_DependenceNonUniformity	0.4088576653152166	0.20940094132256662	362	0.3505961707357605	0.1629145683872439	423
original_ngtdm_Coarseness	0.40243064214773905	0.1702113375531887	384	0.24057039370585942	0.10642424432550587	260
wavelet-HHL_ngtdm_Strength	0.5842242290435176	0.6251354354265279	431	0.37686688785761674	0.2065330300297156	441
wavelet-LHH_glszm_SizeZoneNonUniformity	0.4562700073632437	0.10287685327736601	502	0.44917686654273103	0.10182578811821538	637
wavelet-LHL_glcm_ClusterShade	0.4626172640566179	1.5545341973675866	217	0.4412138329457874	1.4678817691712143	330
wavelet-HLL_firstorder_Skewness	0.2472122832809364	0.11020205048975017	140	0.1917132909504681	0.07627825448546026	178
wavelet-LHH_glcm_JointEnergy	0.3700525086026478	0.1337178675138631	363	0.3337542722713055	0.1333089428765465	442
original_glszm_ZoneEntropy	0.41793542748029416	0.14526922262393555	423	0.3552015815167481	0.0989547948504938	492
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis	0.4290437609592627	0.10431029199426504	448	0.4220789184847768	0.1006529558995395	600
wavelet-HLH_firstorder_Entropy	0.3204644009424173	0.09902206535763076	293	0.26377452449502653	0.08517432663046966	335
wavelet-LLL_firstorder_Skewness	0.22037160261463276	0.12874362400897793	120	0.16104769970301872	0.06949480795355525	132
wavelet-LLH_gldm_DependenceVariance	0.30870140193359	0.1328427790162375	234	0.28662743986964306	0.11543731812957408	332
wavelet-HLH_firstorder_Median	0.3854975639242811	0.1857960640426386	334	0.3763825188144621	0.18081154583609446	442
wavelet-HLH_firstorder_Uniformity	0.3236615075693964	0.10106750051241488	291	0.26615304308716176	0.08540765802040008	338
wavelet-HLH_gldm_GrayLevelVariance	0.3236615075693963	0.10106750051241485	292	0.2661530430871617	0.08540765802040004	338
lbp-2D_firstorder_Median	NA	NA	NA	NA	NA	NA
wavelet-HHL_glszm_ZoneVariance	0.23832628930809055	0.12993564374191308	185	0.16999572497050114	0.12128642735767553	126
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis	0.4317393405026354	0.1047355528261255	446	0.42074007171474626	0.09973369079840734	567
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized	0.43643277375605105	0.08954056754586474	475	0.42243534714298325	0.09569292783973746	590
wavelet-LHH_glcm_JointEntropy	0.3907962674825317	0.13889783977559467	408	0.3609424437239766	0.13923910174322726	496
wavelet-LHL_firstorder_RootMeanSquared	0.19455629073296857	0.2000269983909886	57	0.1580437945592576	0.12156628146078002	89
wavelet-HHH_glcm_SumSquares	0.42236800549823655	0.17345107287737288	421	0.41761774340038954	0.18033314091629596	534
wavelet-LHL_firstorder_Kurtosis	0.2969205981140954	0.1475370947957241	207	0.18909895706641064	0.09802453758242803	151
wavelet-HHL_glcm_ClusterProminence	5.710892092997158	32.54337643995921	710	2.2272176386356195	11.305414918843434	623
wavelet-HLH_glcm_MaximumProbability	0.35759374531496774	0.1439579620202994	317	0.2750963165122758	0.09553907539838126	340
original_glcm_Imc1	0.34071906685009734	0.2541045783576446	219	0.17639410040191203	0.07300328787128893	151
wavelet-HLL_firstorder_Median	0.3730594330224948	0.21955385736178004	278	0.3538953505093207	0.21001048511082207	380
wavelet-LHH_ngtdm_Coarseness	0.27468851329974275	0.11362346257769874	201	0.2082460930622987	0.09215225794605847	196
wavelet-HHL_firstorder_Skewness	0.2683315237836231	0.0831260682244538	208	0.22067260026847632	0.08548498450464229	230
wavelet-LHH_ngtdm_Strength	0.27548066518159314	0.11442040512731869	201	0.20907547776497074	0.0927833150026231	197
wavelet-LHL_glrlm_RunLengthNonUniformity	0.4512379605220741	0.4395115764126119	308	0.23912388940808912	0.10258420601186517	258
wavelet-HLL_firstorder_Maximum	0.43284904246495093	0.5528801445491707	318	0.3583124030836796	0.2383735084398088	436
wavelet-LHH_firstorder_Mean	0.3356821908558884	0.14494002016219543	291	0.3297448251610255	0.1433073767176562	396
wavelet-HLH_glcm_JointAverage	0.3914664377325694	0.152718806632744	358	0.31868469589611453	0.10351543351484324	424
wavelet-LHH_firstorder_Minimum	0.4871038232880041	0.18293588503433386	508	0.4523080839156584	0.12691084370119557	606
original_glrlm_LongRunLowGrayLevelEmphasis	0.37716100749616516	0.1236014396328279	407	0.31873633097020365	0.13317737434643362	446
wavelet-LHL_glszm_ZoneVariance	0.27280844118780023	0.12979151804590525	220	0.2044251920569286	0.1328412489180187	177
original_glszm_GrayLevelNonUniformity	0.42315637443383713	0.2787812875461069	342	0.2794301253324445	0.08830803575541432	341
wavelet-HLH_ngtdm_Busyness	0.4032389660377316	0.22494614875597482	335	0.3062551364707634	0.13807149634831023	358
wavelet-LLH_glszm_ZonePercentage	0.42129940238173136	0.14142224960707175	422	0.39336389731501975	0.12006485941453016	529
wavelet-HLH_glcm_Autocorrelation	0.3960592325909005	0.15872302993673099	365	0.312990687099446	0.10411067079327745	411
wavelet-HLL_firstorder_Range	0.34773285840263746	0.32740416938339173	198	0.2728600126543179	0.14263292923788512	293
original_glcm_Imc2	0.32704705934600437	0.27809498829091533	212	0.15201603466014937	0.06690428716386884	106
wavelet-HLH_glcm_DifferenceVariance	0.46475214748077265	0.21252103888116267	475	0.42612010251718463	0.21050484646786052	529
wavelet-HLH_glcm_SumEntropy	0.4491071533346476	0.19742235011871948	432	0.4083271385382446	0.15952329583059283	530
original_glcm_MaximumProbability	0.4182062126846881	0.136027487707645	453	0.25081249108266424	0.12083975151643893	272
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis	0.41469088792696546	0.13194288034632054	406	0.4015754005990058	0.12274655972391826	525
wavelet-HHL_firstorder_Maximum	0.5543764873908141	0.47450907789328917	475	0.3985738882409783	0.19479634189334852	500
original_ngtdm_Busyness	0.3989596548395141	0.1374447521650143	387	0.33028647546090933	0.12989432709182788	433
wavelet-HLH_glcm_DifferenceEntropy	0.4629317927724916	0.21001307096832306	480	0.4261591251078925	0.208691858774702	535
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis	0.32494545810332537	0.17030286502523714	276	0.28945019480743345	0.17708494552041737	343
wavelet-HLL_glcm_DifferenceVariance	0.7656189582411794	2.1602151373451353	289	0.33635878271649294	0.5736266446165263	260
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis	0.3641487022813512	0.19097713696020846	307	0.3453639541793476	0.19976632034404987	396
wavelet-HLL_glszm_ZoneVariance	0.2678021774270372	0.12977764307781073	201	0.2028055596761683	0.13115883327246594	186
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis	0.44140122743552856	0.1149870166921164	474	0.4368946858018539	0.11850665789243581	615
wavelet-LHH_glcm_SumSquares	0.34408664019173363	0.10749228697067388	356	0.29908385602605697	0.10177172106440206	413
wavelet-LHL_ngtdm_Strength	0.33963950123192344	0.2836944023124817	241	0.2742004547889143	0.11829920745765309	326
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis	0.2542429054161341	0.11908672109841488	175	0.2236392829651999	0.10820502792960329	246
wavelet-LHH_firstorder_Entropy	0.346211123017756	0.10295436703319219	340	0.3015598098847112	0.0974271462283467	424
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis	0.3617514369290054	0.17889714090981715	300	0.32352975327253625	0.18795366442218447	364
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis	0.3561107766507706	0.16569405151709077	316	0.3346971231406411	0.17551628767105862	401
wavelet-LHH_gldm_GrayLevelVariance	0.34848727193553264	0.10409344721330542	349	0.3033734905921537	0.09759670926963478	429
wavelet-LHH_firstorder_Uniformity	0.3484872719355327	0.10409344721330539	350	0.30337349059215374	0.09759670926963476	430
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis	0.42053690743746713	0.12324479397354722	446	0.3961221309968107	0.12866312401961028	549
wavelet-HLH_gldm_HighGrayLevelEmphasis	0.39307796702128084	0.14342354187374973	381	0.3232831259135909	0.09818402814822885	429
wavelet-HLH_gldm_LowGrayLevelEmphasis	0.39307796702128084	0.14342354187374967	381	0.3232831259135909	0.09818402814822884	429
wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis	0.45515915019503334	0.11634666039510866	509	0.44672669994898295	0.1176622630752878	622
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis	0.27800628467496213	0.129714555877267	199	0.24797904805035215	0.1096624802695683	275
wavelet-HLH_gldm_GrayLevelNonUniformity	0.2042584375061072	0.15150670045508105	111	0.1576514600956536	0.10060411669924493	120
wavelet-LLH_firstorder_Maximum	0.42997304694765764	0.1010652777300591	465	0.42496077505225954	0.10084633256692555	585
wavelet-HLL_glcm_ClusterTendency	0.5055440716973159	1.191635709363217	150	0.2009803543567476	0.26890530485330094	116
wavelet-LLL_ngtdm_Busyness	0.331541353248534	0.1373394073851058	264	0.297257781699861	0.11727259883864803	340
wavelet-HLH_glrlm_HighGrayLevelRunEmphasis	0.354736970858029	0.11928475130999519	318	0.3122614195860916	0.10263480498303343	390
wavelet-HLH_glrlm_LowGrayLevelRunEmphasis	0.354736970858029	0.11928475130999516	317	0.3122614195860916	0.10263480498303343	391
wavelet-HHH_firstorder_Entropy	0.4260898448689154	0.15611344379898412	412	0.42329101207073355	0.1618954963574961	546
wavelet-LLL_glcm_DifferenceAverage	0.21952083973099995	0.2484203457982383	53	0.10714696439935627	0.07007278018658733	43
wavelet-HHH_firstorder_Uniformity	0.4262456096127432	0.1557796567643139	415	0.4234409686980529	0.1615580363590494	548
wavelet-HHH_gldm_GrayLevelVariance	0.4262456096127431	0.1557796567643145	414	0.42344096869805287	0.16155803635904997	549
wavelet-LLH_glszm_SmallAreaEmphasis	0.4569880501765779	0.09232031840968134	494	0.44555506037055953	0.08740903733538441	632
wavelet-LLL_glcm_DifferenceEntropy	0.24495755273582295	0.1464582479590505	123	0.1463770171286539	0.07719485854588275	94
wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis	0.44402884293752337	0.14027680121519093	464	0.42666352656609957	0.14487375591611182	580
wavelet-HHL_glrlm_LowGrayLevelRunEmphasis	0.43811933578854073	0.13429477167796872	461	0.41982509590556194	0.13939869344982572	572
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis	0.34574559572582403	0.12592540161584814	318	0.313874753479178	0.12233904112126626	389
wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis	0.4124335899007057	0.13019776431514077	420	0.38989873940525344	0.13615246091738856	540
original_glcm_JointEnergy	0.40996425484391075	0.19305676566544216	391	0.15070586803984273	0.08041530976333391	108
wavelet-HLH_glszm_ZoneEntropy	0.5006879819047977	0.09281948238368856	555	0.4724636387619003	0.0890100089665242	663
original_gldm_LowGrayLevelEmphasis	0.4208266091620961	0.12110772743653822	461	0.3728255552940231	0.12575333295598493	540
wavelet-HHH_glrlm_RunPercentage	0.3109080158640687	0.12236207958679736	232	0.27277116370737514	0.09547402393190817	306
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis	0.3254015560701623	0.33871557546382397	178	0.2703578638478658	0.18974814066719306	258
wavelet-HHL_gldm_LowGrayLevelEmphasis	0.4424787453495102	0.13711860058059222	454	0.4256365004015272	0.14239223248488622	586
wavelet-HLH_glrlm_RunLengthNonUniformity	0.5213231888337021	0.2349522165816936	528	0.39720045428882117	0.1467570273011418	532
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis	0.42592281239264657	0.11433857879821345	453	0.40661076664092366	0.12089647765780748	562
wavelet-LHH_glszm_ZoneVariance	0.33652210091330936	0.13010800947333226	305	0.30628071970507914	0.12757380082598763	376
wavelet-HLH_glcm_ClusterShade	0.4214664424745685	0.16436089011876115	416	0.3241336481301027	0.10745684984139449	418
original_glrlm_LowGrayLevelRunEmphasis	0.42667418241186666	0.12342869853152198	452	0.37641092506743423	0.12699938239084482	538
wavelet-HHL_glrlm_RunLengthNonUniformity	0.5343106214451855	0.5990371119882837	432	0.25831938385025555	0.09445174461322528	300
wavelet-HLL_glcm_Imc2	0.2368922011094981	0.1437416604388816	130	0.11780803622403284	0.06503933745954577	64
wavelet-HHH_glrlm_LongRunEmphasis	0.3486891022793129	0.11443657484474011	297	0.33501194369705695	0.11126932103930023	426
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized	0.4516333399641418	0.14739477346300986	477	0.437417004352391	0.1471252516213599	593
wavelet-LHH_glszm_GrayLevelVariance	0.4516333399641418	0.14739477346300983	477	0.437417004352391	0.14712525162135986	594
original_glcm_SumEntropy	0.3965432127978788	0.27592668805083476	332	0.16845507655877223	0.0775203066788921	132
wavelet-LHH_glrlm_GrayLevelNonUniformity	0.2942523173012075	0.141200223455947	207	0.2241584391305559	0.10279693686800906	229
wavelet-LHH_firstorder_Range	0.5128385375732312	0.2470506287851375	531	0.469973836329952	0.12079023190276048	634
original_firstorder_Range	0.46442306156016855	0.9531338639132764	253	0.29738947434537877	0.2407945072461677	302
wavelet-HHH_glrlm_RunEntropy	0.2966728079689578	0.11584359416596242	213	0.27277761144021645	0.10363689328822885	319
wavelet-LHH_glcm_DifferenceEntropy	0.5725210900476427	0.27226546194723894	574	0.5343257179328649	0.25161907704000985	667
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis	0.4749269461537221	0.1407836490044347	506	0.46225668439398515	0.13864183161447155	625
original_glrlm_RunEntropy	0.43542057961905417	0.3218439465986899	371	0.22306190559755645	0.08352165479677397	239
wavelet-HLL_glszm_HighGrayLevelZoneEmphasis	0.37853903060924715	0.49376010441234375	189	0.29514334054143143	0.24672069673607902	259
wavelet-LHH_glcm_DifferenceVariance	0.5732012405879893	0.2739264759197526	577	0.5333993247339439	0.2528056252175297	671
wavelet-HLL_glcm_Autocorrelation	0.36680898095706727	0.4628796732278999	187	0.2960288391026172	0.2508775741008897	263
wavelet-HLL_glrlm_HighGrayLevelRunEmphasis	0.38111945669141906	0.5043208209092789	190	0.2949449016627049	0.2502011434543597	261
wavelet-HLL_gldm_HighGrayLevelEmphasis	0.3824937083838136	0.5079686293882663	191	0.29536701281173733	0.2515832643590582	262
original_firstorder_Uniformity	0.39721722817764554	0.2260885324207854	355	0.1517392360993983	0.06761040767986663	108
wavelet-HHL_firstorder_Mean	0.34336173200635334	0.2364650206908642	233	0.34760074739374464	0.24212053224315305	359
wavelet-LHH_glszm_LargeAreaEmphasis	0.336256466445878	0.1303747651071891	299	0.30683815393264907	0.1282838959362894	365
wavelet-HLL_glszm_GrayLevelNonUniformity	0.339369033515528	0.2455623684258714	238	0.21656499648691435	0.10128930378314259	211
wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis	0.39934211969514033	0.5612056907262961	193	0.3028097599513029	0.2694507083197901	269
original_glrlm_GrayLevelNonUniformity	0.3131715586574515	0.17407076844827019	237	0.1313901764236429	0.06113130690585459	83
wavelet-HLL_firstorder_Minimum	0.3368561375750057	0.278323329899318	203	0.2736598128346392	0.15357345800736064	279
original_glrlm_ShortRunLowGrayLevelEmphasis	0.440031208264129	0.12597208002028157	467	0.39260505565387727	0.12783207608543656	553
original_glszm_LargeAreaEmphasis	0.2917491312466681	0.15280680527715831	236	0.16613188087576095	0.12783143424792384	103
lbp-2D_firstorder_MeanAbsoluteDeviation	0.4533095925266183	0.4099861166991015	391	0.2783729374254457	0.15580400406637473	362
original_glrlm_GrayLevelNonUniformityNormalized	0.40137658089233835	0.20519025053337606	365	0.1530491161572949	0.06768571677522343	115
wavelet-LLL_glcm_MaximumProbability	0.41786240413460585	0.11049374330464432	458	0.3667401259840374	0.13589625213526899	546
original_firstorder_Kurtosis	0.2384433590330879	0.10727827317278744	157	0.14971520357897197	0.07349876165346914	104
wavelet-HLH_ngtdm_Contrast	0.4726395251317836	0.1880113511571978	471	0.34038691423986256	0.11297173817579033	467
wavelet-HLL_glcm_JointAverage	0.3209477548897961	0.27117474475399267	172	0.2636173330818584	0.15724141811349313	270
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis	0.4739053856987975	0.07849802090673583	514	0.45327655976028475	0.07955294882078849	630
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis	0.3907429380337794	0.10702785827546961	378	0.3893465223858258	0.10652162783112268	524
wavelet-LHL_ngtdm_Coarseness	0.43700926014921054	0.14634052441349987	471	0.3156846066632216	0.09366509530817968	431
wavelet-HLH_glcm_Idm	0.504320325599828	0.1926695060021765	510	0.367169828850442	0.11314299271234464	500
wavelet-HLH_glcm_Id	0.504320325599828	0.1926695060021765	510	0.367169828850442	0.11314299271234464	500
wavelet-HLH_glcm_Contrast	0.504320325599828	0.19266950600217647	509	0.367169828850442	0.11314299271234464	501
wavelet-HLH_glcm_DifferenceAverage	0.504320325599828	0.19266950600217647	509	0.367169828850442	0.11314299271234464	501
wavelet-HLH_glcm_InverseVariance	0.504320325599828	0.19266950600217647	509	0.367169828850442	0.11314299271234464	501
wavelet-HLH_glcm_Idn	0.504320325599828	0.19266950600217644	507	0.367169828850442	0.11314299271234458	502
wavelet-HLH_glcm_Idmn	0.5043203255998282	0.19266950600217617	508	0.3671698288504422	0.11314299271234488	499
wavelet-HHH_gldm_LargeDependenceEmphasis	0.32814779434641084	0.12481302176862218	259	0.2868555138366162	0.0975536211237626	328
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis	0.3891324136412932	0.11947014198539112	370	0.35166489659553546	0.09997890560935607	468
wavelet-LHH_glrlm_LowGrayLevelRunEmphasis	0.3891324136412932	0.11947014198539109	370	0.35166489659553546	0.09997890560935606	467
wavelet-HLL_glrlm_RunVariance	0.36958380837578625	0.12557671048612704	358	0.2585636057813682	0.12110199500594539	310
original_gldm_GrayLevelNonUniformity	0.3099605762340377	0.16781041347697784	239	0.1173497062252893	0.05881265174082215	57
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized	0.4544020449791641	0.09984241689558875	480	0.4319695068670438	0.09184476168073771	610
wavelet-HLH_glszm_GrayLevelVariance	0.4544020449791641	0.09984241689558875	480	0.4319695068670438	0.09184476168073771	610
wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis	0.42299278573602506	0.6105580439804873	204	0.3153253606762948	0.28400092537436883	281
wavelet-HLH_glszm_SmallAreaEmphasis	0.4911487703980435	0.08902841290544147	537	0.47355671448025716	0.09005562936922222	654
wavelet-HLH_glcm_ClusterTendency	0.44070141626589954	0.15715166697125144	465	0.3976356050722357	0.10478191716478459	564
wavelet-LLL_glszm_ZoneVariance	0.2971653733918063	0.11407363879359517	246	0.2525515476574803	0.1298665114778191	300
wavelet-HLH_firstorder_Maximum	0.5343482752508664	0.24198698238213645	566	0.5028769684973478	0.1450110786606463	668
wavelet-HLL_ngtdm_Strength	0.30172950495800044	0.31590570183368943	177	0.2413607216482245	0.13544862616016104	238
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis	0.3584848195885249	0.2573567580974237	309	0.3106959402345098	0.19063718683954142	423
wavelet-LHL_glszm_LargeAreaEmphasis	0.31438749501231517	0.13853705349108938	294	0.22229362823389887	0.13209091990414115	244
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis	0.4863046579579573	0.0894771118816234	546	0.48152971486897544	0.09112117077091339	677
wavelet-HLH_firstorder_Range	0.49792679192991185	0.2636615644793306	499	0.4464976351025301	0.12759129069927705	598
wavelet-HLL_glcm_Imc1	0.3383704686208222	0.33061977262960907	164	0.18177740222339703	0.10363751203461384	148
wavelet-HHH_ngtdm_Busyness	0.493219075763513	0.14333826714507655	549	0.4825166311195573	0.13216492077728875	654
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis	0.35749998483988105	0.13403631173599728	337	0.3236985942473598	0.11908253078347605	423
wavelet-HLH_ngtdm_Complexity	0.5088210014470917	0.19510252804441874	518	0.3694974031917271	0.11471385909364977	507
original_glszm_LowGrayLevelZoneEmphasis	0.44316362287146605	0.13586067367431087	473	0.38461099392015946	0.13470927722204767	528
wavelet-HLL_gldm_DependenceVariance	0.38848598400420503	0.1673273323985003	390	0.2845549584099275	0.11199030945778675	350
wavelet-LHH_gldm_SmallDependenceEmphasis	0.44023564727113923	0.13638414120846115	456	0.41314596380648994	0.10253487630023368	569
lbp-2D_firstorder_InterquartileRange	NA	NA	NA	NA	NA	NA
wavelet-HHL_glcm_Correlation	0.43521716881029165	0.18209345468068694	425	0.2652053391594324	0.0841766435110871	347
wavelet-HHL_firstorder_Range	0.605829585887355	0.5550002940923261	519	0.4002517167311562	0.19261678545368124	536
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis	0.3746654874354416	0.13864494189354434	354	0.343617189284007	0.11755668646803538	467
wavelet-LLH_firstorder_Range	0.45336507220360506	0.1141230213655629	472	0.44627386175433537	0.10057192654686926	617
wavelet-HHH_gldm_SmallDependenceEmphasis	0.3515782793958081	0.10351342597613973	327	0.3507493748694968	0.1041472551186809	448
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis	0.45388858615095157	0.1440245718905625	495	0.40794622595783814	0.10733297636513894	568
wavelet-HHL_glszm_LargeAreaEmphasis	0.27645736694606404	0.13766672504082944	259	0.18442022832004637	0.11919902075250209	186
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis	0.48138966741992517	0.20620718434679322	503	0.3506431514763912	0.12586833048745522	492
wavelet-HLL_glcm_Correlation	0.5046291748099535	0.32259174154218934	493	0.26191792596850083	0.11363461803878895	314
wavelet-HLL_glszm_LargeAreaEmphasis	0.30178599242523446	0.13039239150654267	265	0.21592217493192364	0.12686347868519143	216
wavelet-HLH_glszm_SizeZoneNonUniformity	0.43797257879197704	0.09452475566585582	486	0.4325767642591711	0.09757191378102478	606
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis	0.5230133461083881	0.9953548687871909	236	0.35373092299798803	0.40560676097393217	293
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis	0.4348662800900394	0.1239784024008927	449	0.4179075643272845	0.10410136750395997	573
wavelet-HLL_glszm_GrayLevelVariance	0.5959221131915012	1.2068232651311712	239	0.2674959649174541	0.2928629256966353	213
wavelet-HHH_glrlm_ShortRunEmphasis	0.32374462274417154	0.11733648019943091	257	0.3187184563411308	0.1154755289224916	383
wavelet-HLL_firstorder_90Percentile	0.354619318431221	0.33078212609923935	198	0.20724325124052528	0.11294149313292337	182
wavelet-HHH_glcm_ClusterShade	0.45997012542546256	0.10418861053475173	503	0.45079038493416324	0.10593969009181828	610
wavelet-LHL_glszm_ZoneEntropy	0.5379983878040792	0.1961562906826694	551	0.44393780682175704	0.09136133727711099	606
original_glcm_ClusterTendency	0.43040119203059435	0.7602916929350793	185	0.16247259711276762	0.13452812549921433	105
original_glszm_LargeAreaHighGrayLevelEmphasis	0.3697917347464098	0.23702102689989188	308	0.31192523757559387	0.1860685976545264	392
original_glszm_GrayLevelNonUniformityNormalized	0.4272926614666	0.23675922582275227	410	0.1921696970918421	0.07731253813136718	191
wavelet-HLH_firstorder_Skewness	0.40778027664277017	0.10441282430481434	450	0.38035786563592655	0.10528305710360733	553
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis	0.4772654765578579	0.08791303060069357	518	0.4594751710798402	0.08510286709615168	634
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized	0.31148600716660396	0.11345788211129483	249	0.2920216740009256	0.10370468658904398	365
wavelet-HHH_glrlm_RunVariance	0.42892636035841797	0.10620152809168674	432	0.4115424631007602	0.10270478317676268	571
wavelet-LHH_glszm_SmallAreaEmphasis	0.49098370400832325	0.08241456139181759	536	0.4738531449957554	0.07824003754200087	665
wavelet-LHL_gldm_DependenceVariance	0.38583980759650044	0.12459639383760202	392	0.2835055411694372	0.11383460768975487	378
wavelet-LLH_glszm_GrayLevelNonUniformity	0.43491286666628265	0.15534206010132406	448	0.41217262124055615	0.13575414442446795	554
wavelet-HLH_gldm_DependenceVariance	0.4736257742821757	0.19616519016850156	489	0.39512080622963197	0.1389823409569754	553
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis	0.38687246226610367	0.12504085144213622	393	0.3708245069756878	0.13062480564236648	520
wavelet-LLL_glszm_SizeZoneNonUniformity	0.5806779776787967	0.2234205505481839	583	0.4579097504381434	0.10303367373247202	624
wavelet-HLL_glszm_ZoneEntropy	0.5015004986977566	0.16228320450891803	535	0.4222874549890721	0.10060503977105577	581
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis	0.422983981459533	0.26526768654966343	364	0.3688863289305781	0.1791330441037568	476
wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis	0.4010028148270028	0.10754004614916872	425	0.3868558130909558	0.1124885882614898	545
wavelet-HHL_glszm_GrayLevelNonUniformity	0.5049149818642096	0.3129619826730352	444	0.2607584923378195	0.09995044910432074	278
wavelet-HLH_firstorder_90Percentile	0.41879385651775247	0.26602795121433237	324	0.2974214918237181	0.11278785701227596	346
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis	0.38816351231900154	0.12615920593516117	376	0.38718587378321145	0.1277601612464357	525
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis	0.3302889883889913	0.1533831166655828	283	0.3088402253607965	0.15277691225855702	376
lbp-2D_firstorder_Variance	0.4405363552922295	0.3386381928336931	373	0.2773097649368797	0.14720430463576245	306
wavelet-LHL_glrlm_RunVariance	0.3867588962655768	0.13361070003647582	399	0.2693945133084182	0.12866066339924648	344
wavelet-LLL_firstorder_Minimum	0.4657853442336507	0.7611271281120235	313	0.3347630755188422	0.22213378051256247	386
wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis	0.4491885146509494	0.208953752568378	453	0.3793745374032656	0.15187177374875666	537
original_firstorder_10Percentile	0.6466863091920072	2.0793557134271614	279	0.21463941918756374	0.1569217573636815	169
original_glszm_GrayLevelVariance	0.45579574834534387	0.7573657330326288	216	0.19058388867290335	0.133536597335015	149
wavelet-LHL_ngtdm_Busyness	0.3588516887290396	0.14935594502892002	315	0.3277861312419526	0.13132400102367567	416
wavelet-HHH_glszm_ZonePercentage	0.3433000653380258	0.1072624243886688	306	0.3391891627160453	0.10753975187621925	432
wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis	0.4958601405116951	0.16920786187731932	526	0.45485838575823184	0.12576288747599565	614
original_glrlm_RunLengthNonUniformity	0.7097654431595767	0.530960120322834	609	0.30430203085397173	0.10456854391204498	393
wavelet-HLL_gldm_LargeDependenceEmphasis	0.3868167883738724	0.13629582369736562	400	0.26357343440032094	0.11561020917371063	341
wavelet-HHH_gldm_HighGrayLevelEmphasis	0.4871834850490632	0.10045008623333407	529	0.48154286204187324	0.1012887365202241	646
wavelet-HHH_gldm_LowGrayLevelEmphasis	0.4871834850490632	0.10045008623333407	528	0.48154286204187324	0.1012887365202241	646
wavelet-HHH_glszm_SizeZoneNonUniformity	0.418797363362936	0.10484626028018315	434	0.4146261474336545	0.10676871985508798	582
wavelet-HLL_firstorder_Kurtosis	0.30376715996778947	0.1979344358486612	238	0.19713172899596834	0.0922198277357712	181
wavelet-HLL_gldm_DependenceEntropy	0.5082510081269229	0.14470445119811215	541	0.43473954478867705	0.11301906181028572	612
