feature	val_acc	test_acc	rank
wavelet-HLH_glszm_GrayLevelNonUniformity	0.27439024390243905	0.35	493
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized	0.275609756097561	0.15	480
wavelet-HLH_glszm_GrayLevelVariance	0.275609756097561	0.15	480
wavelet-HLH_glszm_HighGrayLevelZoneEmphasis	0.3195121951219512	0.3	547
wavelet-HLH_glszm_LargeAreaEmphasis	0.30365853658536585	0.2	288
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis	0.2939024390243902	0.35	292
wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis	0.3573170731707317	0.25	274
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis	0.3195121951219512	0.3	546
wavelet-HLH_glszm_SizeZoneNonUniformity	0.3	0.2	486
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized	0.28292682926829266	0.2	464
wavelet-HLH_glszm_SmallAreaEmphasis	0.26097560975609757	0.2	537
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis	0.26707317073170733	0.3	539
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis	0.2073170731707317	0.25	514
wavelet-HLH_glszm_ZoneEntropy	0.24390243902439024	0.2	555
wavelet-HLH_glszm_ZonePercentage	0.35609756097560974	0.3	412
wavelet-HLH_glszm_ZoneVariance	0.3195121951219512	0.2	283
wavelet-HLH_ngtdm_Busyness	0.2780487804878049	0.15	335
wavelet-HLH_ngtdm_Coarseness	0.2475609756097561	0.25	186
wavelet-HLH_ngtdm_Complexity	0.2939024390243902	0.05	518
wavelet-HLH_ngtdm_Contrast	0.30853658536585366	0.15	471
wavelet-HLH_ngtdm_Strength	0.24878048780487805	0.25	187
wavelet-HLL_firstorder_10Percentile	0.26097560975609757	0.25	747
wavelet-HLL_firstorder_90Percentile	0.36829268292682926	0.15	198
wavelet-HLL_firstorder_Energy	0.22317073170731708	0.35	13
wavelet-HLL_firstorder_Entropy	0.3121951219512195	0.25	386
wavelet-HLL_firstorder_InterquartileRange	0.3621951219512195	0.15	616
wavelet-HLL_firstorder_Kurtosis	0.24146341463414633	0.15	238
wavelet-HLL_firstorder_Maximum	0.3146341463414634	0.2	318
wavelet-HLL_firstorder_Mean	0.3195121951219512	0.5	33
wavelet-HLL_firstorder_MeanAbsoluteDeviation	0.31585365853658537	0.2	379
wavelet-HLL_firstorder_Median	0.27439024390243905	0.3	278
wavelet-HLL_firstorder_Minimum	0.14634146341463414	0.4	203
wavelet-HLL_firstorder_Range	0.22439024390243903	0.25	198
wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation	0.3024390243902439	0.3	513
wavelet-HLL_firstorder_RootMeanSquared	0.2280487804878049	0.4	26
wavelet-HLL_firstorder_Skewness	0.22439024390243903	0.25	140
wavelet-HLL_firstorder_TotalEnergy	0.22317073170731708	0.35	13
wavelet-HLL_firstorder_Uniformity	0.32682926829268294	0.2	309
wavelet-HLL_firstorder_Variance	0.31585365853658537	0.4	285
wavelet-HLL_glcm_Autocorrelation	0.2548780487804878	0.4	187
wavelet-HLL_glcm_ClusterProminence	0.3121951219512195	0.25	145
wavelet-HLL_glcm_ClusterShade	0.3121951219512195	0.35	181
wavelet-HLL_glcm_ClusterTendency	0.3097560975609756	0.35	150
wavelet-HLL_glcm_Contrast	0.3353658536585366	0.35	627
wavelet-HLL_glcm_Correlation	0.3195121951219512	0.05	493
wavelet-HLL_glcm_DifferenceAverage	0.33658536585365856	0.25	644
wavelet-HLL_glcm_DifferenceEntropy	0.2634146341463415	0.2	541
wavelet-HLL_glcm_DifferenceVariance	0.2817073170731707	0.4	289
wavelet-HLL_glcm_Id	0.30365853658536585	0.35	573
wavelet-HLL_glcm_Idm	0.27439024390243905	0.35	572
wavelet-HLL_glcm_Idmn	0.2914634146341463	0.25	664
wavelet-HLL_glcm_Idn	0.2804878048780488	0.25	652
wavelet-HLL_glcm_Imc1	0.3097560975609756	0.5	164
wavelet-HLL_glcm_Imc2	0.35121951219512193	0.4	130
wavelet-HLL_glcm_InverseVariance	0.2914634146341463	0.25	590
wavelet-HLL_glcm_JointAverage	0.21585365853658536	0.3	172
wavelet-HLL_glcm_JointEnergy	0.39634146341463417	0.2	348
wavelet-HLL_glcm_JointEntropy	0.4329268292682927	0.3	519
wavelet-HLL_glcm_MaximumProbability	0.35121951219512193	0.25	440
wavelet-HLL_glcm_SumEntropy	0.32195121951219513	0.2	349
wavelet-HLL_glcm_SumSquares	0.35121951219512193	0.25	316
wavelet-HLL_gldm_DependenceEntropy	0.30121951219512194	0.25	541
wavelet-HLL_gldm_DependenceNonUniformity	0.3182926829268293	0.25	740
wavelet-HLL_gldm_DependenceNonUniformityNormalized	0.2975609756097561	0.25	646
wavelet-HLL_gldm_DependenceVariance	0.3097560975609756	0.25	390
wavelet-HLL_gldm_GrayLevelNonUniformity	0.3097560975609756	0.3	160
wavelet-HLL_gldm_GrayLevelVariance	0.3207317073170732	0.4	287
wavelet-HLL_gldm_HighGrayLevelEmphasis	0.275609756097561	0.35	191
wavelet-HLL_gldm_LargeDependenceEmphasis	0.2865853658536585	0.15	400
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis	0.3353658536585366	0.25	199
wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis	0.2865853658536585	0.1	225
wavelet-HLL_gldm_LowGrayLevelEmphasis	0.18536585365853658	0.4	423
wavelet-HLL_gldm_SmallDependenceEmphasis	0.27682926829268295	0.25	543
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis	0.3146341463414634	0.4	236
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis	0.11463414634146342	0.2	478
wavelet-HLL_glrlm_GrayLevelNonUniformity	0.27682926829268295	0.35	175
wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized	0.2939024390243902	0.2	337
wavelet-HLL_glrlm_GrayLevelVariance	0.2865853658536585	0.5	259
wavelet-HLL_glrlm_HighGrayLevelRunEmphasis	0.2597560975609756	0.35	190
wavelet-HLL_glrlm_LongRunEmphasis	0.275609756097561	0.25	403
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis	0.2597560975609756	0.45	178
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis	0.24024390243902438	0.4	343
wavelet-HLL_glrlm_LowGrayLevelRunEmphasis	0.2121951219512195	0.45	414
wavelet-HLL_glrlm_RunEntropy	0.29634146341463413	0.3	424
wavelet-HLL_glrlm_RunLengthNonUniformity	0.31341463414634146	0.35	294
wavelet-HLL_glrlm_RunLengthNonUniformityNormalized	0.21829268292682927	0.25	493
wavelet-HLL_glrlm_RunPercentage	0.2634146341463415	0.2	454
wavelet-HLL_glrlm_RunVariance	0.26463414634146343	0.2	358
wavelet-HLL_glrlm_ShortRunEmphasis	0.20853658536585365	0.25	464
wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis	0.2841463414634146	0.4	193
wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis	0.1402439024390244	0.4	420
wavelet-HLL_glszm_GrayLevelNonUniformity	0.2548780487804878	0.2	238
wavelet-HLL_glszm_GrayLevelNonUniformityNormalized	0.28536585365853656	0.25	376
wavelet-HLL_glszm_GrayLevelVariance	0.2865853658536585	0.5	239
wavelet-HLL_glszm_HighGrayLevelZoneEmphasis	0.2426829268292683	0.35	189
wavelet-HLL_glszm_LargeAreaEmphasis	0.3146341463414634	0.2	265
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis	0.45	0.25	175
wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis	0.24390243902439024	0.15	254
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis	0.2975609756097561	0.25	393
wavelet-HLL_glszm_SizeZoneNonUniformity	0.28292682926829266	0.2	713
wavelet-HLL_glszm_SizeZoneNonUniformityNormalized	0.27195121951219514	0.3	584
wavelet-HLL_glszm_SmallAreaEmphasis	0.26463414634146343	0.3	542
wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis	0.2817073170731707	0.35	204
wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis	0.30121951219512194	0.4	425
wavelet-HLL_glszm_ZoneEntropy	0.27439024390243905	0.1	535
wavelet-HLL_glszm_ZonePercentage	0.3024390243902439	0.3	511
wavelet-HLL_glszm_ZoneVariance	0.29024390243902437	0.25	201
wavelet-HLL_ngtdm_Busyness	0.16219512195121952	0.3	243
wavelet-HLL_ngtdm_Coarseness	0.22317073170731708	0.25	451
wavelet-HLL_ngtdm_Complexity	0.3378048780487805	0.4	610
wavelet-HLL_ngtdm_Contrast	0.3439024390243902	0.2	570
wavelet-HLL_ngtdm_Strength	0.2865853658536585	0.25	177
wavelet-LHH_firstorder_10Percentile	0.25	0.2	730
wavelet-LHH_firstorder_90Percentile	0.2451219512195122	0.2	469
wavelet-LHH_firstorder_Energy	0.35	0.35	1
wavelet-LHH_firstorder_Entropy	0.1975609756097561	0.25	340
wavelet-LHH_firstorder_InterquartileRange	0.24024390243902438	0.25	678
wavelet-LHH_firstorder_Kurtosis	0.25365853658536586	0.25	392
wavelet-LHH_firstorder_Maximum	0.21829268292682927	0.1	595
wavelet-LHH_firstorder_Mean	0.21707317073170732	0.4	291
wavelet-LHH_firstorder_MeanAbsoluteDeviation	0.24878048780487805	0.45	522
wavelet-LHH_firstorder_Median	0.3024390243902439	0.25	463
wavelet-LHH_firstorder_Minimum	0.19634146341463415	0.3	508
wavelet-LHH_firstorder_Range	0.19634146341463415	0.15	531
wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation	0.2951219512195122	0.2	639
wavelet-LHH_firstorder_Skewness	0.1524390243902439	0.2	409
wavelet-LHH_firstorder_TotalEnergy	0.35	0.35	1
wavelet-LHH_firstorder_Uniformity	0.2	0.25	350
wavelet-LHH_firstorder_Variance	0.2426829268292683	0.4	537
wavelet-LHH_glcm_Autocorrelation	0.28536585365853656	0.1	415
wavelet-LHH_glcm_ClusterProminence	0.32682926829268294	0.2	564
wavelet-LHH_glcm_ClusterShade	0.3902439024390244	0.3	424
wavelet-LHH_glcm_ClusterTendency	0.2926829268292683	0.3	532
wavelet-LHH_glcm_Contrast	0.23414634146341465	0.2	599
wavelet-LHH_glcm_Correlation	0.29024390243902437	0.15	602
wavelet-LHH_glcm_DifferenceAverage	0.23414634146341465	0.2	599
wavelet-LHH_glcm_DifferenceEntropy	0.2658536585365854	0.15	574
wavelet-LHH_glcm_DifferenceVariance	0.26463414634146343	0.15	577
wavelet-LHH_glcm_Id	0.23414634146341465	0.2	598
wavelet-LHH_glcm_Idm	0.23414634146341465	0.2	598
wavelet-LHH_glcm_Idmn	0.23414634146341465	0.2	598
wavelet-LHH_glcm_Idn	0.23414634146341465	0.2	597
wavelet-LHH_glcm_Imc1	0.23780487804878048	0.35	686
wavelet-LHH_glcm_Imc2	0.22439024390243903	0.3	696
wavelet-LHH_glcm_InverseVariance	0.23414634146341465	0.2	599
wavelet-LHH_glcm_JointAverage	0.27195121951219514	0.2	408
wavelet-LHH_glcm_JointEnergy	0.23780487804878048	0.3	363
wavelet-LHH_glcm_JointEntropy	0.24146341463414633	0.35	408
wavelet-LHH_glcm_MaximumProbability	0.21341463414634146	0.3	388
wavelet-LHH_glcm_SumEntropy	0.30609756097560975	0.2	570
wavelet-LHH_glcm_SumSquares	0.20365853658536584	0.2	356
wavelet-LHH_gldm_DependenceEntropy	0.3280487804878049	0.25	476
wavelet-LHH_gldm_DependenceNonUniformity	0.1951219512195122	0.4	433
wavelet-LHH_gldm_DependenceNonUniformityNormalized	0.275609756097561	0.25	588
wavelet-LHH_gldm_DependenceVariance	0.34146341463414637	0.25	471
wavelet-LHH_gldm_GrayLevelNonUniformity	0.39390243902439026	0.4	47
wavelet-LHH_gldm_GrayLevelVariance	0.2	0.25	349
wavelet-LHH_gldm_HighGrayLevelEmphasis	0.3097560975609756	0.4	441
wavelet-LHH_gldm_LargeDependenceEmphasis	0.30365853658536585	0.3	525
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis	0.26707317073170733	0.2	525
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis	0.3024390243902439	0.2	354
wavelet-LHH_gldm_LowGrayLevelEmphasis	0.3097560975609756	0.4	442
wavelet-LHH_gldm_SmallDependenceEmphasis	0.30365853658536585	0.25	456
wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis	0.3195121951219512	0.3	526
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis	0.21951219512195122	0.15	449
wavelet-LHH_glrlm_GrayLevelNonUniformity	0.3073170731707317	0.35	207
wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized	0.20365853658536584	0.25	267
wavelet-LHH_glrlm_GrayLevelVariance	0.20365853658536584	0.25	268
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis	0.24024390243902438	0.25	370
wavelet-LHH_glrlm_LongRunEmphasis	0.3524390243902439	0.3	436
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis	0.35365853658536583	0.2	482
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis	0.27195121951219514	0.1	337
wavelet-LHH_glrlm_LowGrayLevelRunEmphasis	0.24024390243902438	0.25	370
wavelet-LHH_glrlm_RunEntropy	0.4036585365853659	0.2	424
wavelet-LHH_glrlm_RunLengthNonUniformity	0.2548780487804878	0.25	573
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized	0.38902439024390245	0.25	504
wavelet-LHH_glrlm_RunPercentage	0.31585365853658537	0.25	548
wavelet-LHH_glrlm_RunVariance	0.31097560975609756	0.3	463
wavelet-LHH_glrlm_ShortRunEmphasis	0.3121951219512195	0.25	451
wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis	0.33170731707317075	0.35	410
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis	0.30609756097560975	0.05	495
wavelet-LHH_glszm_GrayLevelNonUniformity	0.21097560975609755	0.3	551
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized	0.22439024390243903	0.05	477
wavelet-LHH_glszm_GrayLevelVariance	0.22439024390243903	0.05	477
wavelet-LHH_glszm_HighGrayLevelZoneEmphasis	0.21341463414634146	0.3	537
wavelet-LHH_glszm_LargeAreaEmphasis	0.33170731707317075	0.25	299
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis	0.30365853658536585	0.35	318
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis	0.3207317073170732	0.35	283
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis	0.21341463414634146	0.3	538
wavelet-LHH_glszm_SizeZoneNonUniformity	0.24634146341463414	0.3	502
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized	0.27926829268292686	0.15	475
wavelet-LHH_glszm_SmallAreaEmphasis	0.2146341463414634	0.1	536
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis	0.2707317073170732	0.15	546
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis	0.15609756097560976	0.05	518
wavelet-LHH_glszm_ZoneEntropy	0.26463414634146343	0.25	548
wavelet-LHH_glszm_ZonePercentage	0.2890243902439024	0.3	413
wavelet-LHH_glszm_ZoneVariance	0.3024390243902439	0.2	305
wavelet-LHH_ngtdm_Busyness	0.25121951219512195	0.4	430
wavelet-LHH_ngtdm_Coarseness	0.29024390243902437	0.2	201
wavelet-LHH_ngtdm_Complexity	0.2621951219512195	0.25	586
wavelet-LHH_ngtdm_Contrast	0.25609756097560976	0.25	564
wavelet-LHH_ngtdm_Strength	0.27195121951219514	0.3	201
wavelet-LHL_firstorder_10Percentile	0.22682926829268293	0.2	723
wavelet-LHL_firstorder_90Percentile	0.2097560975609756	0.3	293
wavelet-LHL_firstorder_Energy	0.26707317073170733	0.35	11
wavelet-LHL_firstorder_Entropy	0.22317073170731708	0.2	501
wavelet-LHL_firstorder_InterquartileRange	0.2682926829268293	0.3	694
wavelet-LHL_firstorder_Kurtosis	0.1329268292682927	0.2	207
wavelet-LHL_firstorder_Maximum	0.26463414634146343	0.1	411
wavelet-LHL_firstorder_Mean	0.2926829268292683	0.3	59
wavelet-LHL_firstorder_MeanAbsoluteDeviation	0.21829268292682927	0.3	523
wavelet-LHL_firstorder_Median	0.21341463414634146	0.4	460
wavelet-LHL_firstorder_Minimum	0.18170731707317073	0.25	205
wavelet-LHL_firstorder_Range	0.22073170731707317	0.2	253
wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation	0.3146341463414634	0.4	657
wavelet-LHL_firstorder_RootMeanSquared	0.2097560975609756	0.3	57
wavelet-LHL_firstorder_Skewness	0.06219512195121951	0.1	184
wavelet-LHL_firstorder_TotalEnergy	0.26707317073170733	0.35	11
wavelet-LHL_firstorder_Uniformity	0.2865853658536585	0.2	387
wavelet-LHL_firstorder_Variance	0.23780487804878048	0.25	414
wavelet-LHL_glcm_Autocorrelation	0.14634146341463414	0.25	179
wavelet-LHL_glcm_ClusterProminence	0.23780487804878048	0.3	221
wavelet-LHL_glcm_ClusterShade	0.20853658536585365	0.35	217
wavelet-LHL_glcm_ClusterTendency	0.23658536585365852	0.3	269
wavelet-LHL_glcm_Contrast	0.20243902439024392	0.25	607
wavelet-LHL_glcm_Correlation	0.3048780487804878	0.15	525
wavelet-LHL_glcm_DifferenceAverage	0.2475609756097561	0.25	687
wavelet-LHL_glcm_DifferenceEntropy	0.30121951219512194	0.3	621
wavelet-LHL_glcm_DifferenceVariance	0.23902439024390243	0.2	318
wavelet-LHL_glcm_Id	0.2951219512195122	0.15	617
wavelet-LHL_glcm_Idm	0.3402439024390244	0.25	612
wavelet-LHL_glcm_Idmn	0.18536585365853658	0.15	609
wavelet-LHL_glcm_Idn	0.23658536585365852	0.3	628
wavelet-LHL_glcm_Imc1	0.18292682926829268	0.4	214
wavelet-LHL_glcm_Imc2	0.29634146341463413	0.3	165
wavelet-LHL_glcm_InverseVariance	0.2475609756097561	0.1	647
wavelet-LHL_glcm_JointAverage	0.15853658536585366	0.25	191
wavelet-LHL_glcm_JointEnergy	0.4170731707317073	0.35	335
wavelet-LHL_glcm_JointEntropy	0.41341463414634144	0.3	535
wavelet-LHL_glcm_MaximumProbability	0.30121951219512194	0.25	456
wavelet-LHL_glcm_SumEntropy	0.3878048780487805	0.35	417
wavelet-LHL_glcm_SumSquares	0.2475609756097561	0.2	434
wavelet-LHL_gldm_DependenceEntropy	0.2548780487804878	0.15	547
wavelet-LHL_gldm_DependenceNonUniformity	0.29878048780487804	0.2	749
wavelet-LHL_gldm_DependenceNonUniformityNormalized	0.3195121951219512	0.2	670
wavelet-LHL_gldm_DependenceVariance	0.275609756097561	0.2	392
wavelet-LHL_gldm_GrayLevelNonUniformity	0.28292682926829266	0.45	202
wavelet-LHL_gldm_GrayLevelVariance	0.21341463414634146	0.15	418
wavelet-LHL_gldm_HighGrayLevelEmphasis	0.11951219512195121	0.25	181
wavelet-LHL_gldm_LargeDependenceEmphasis	0.31341463414634146	0.35	430
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis	0.2073170731707317	0.35	211
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis	0.21341463414634146	0.25	261
wavelet-LHL_gldm_LowGrayLevelEmphasis	0.13170731707317074	0.2	369
wavelet-LHL_gldm_SmallDependenceEmphasis	0.32926829268292684	0.2	568
wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis	0.14512195121951219	0.15	241
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis	0.21829268292682927	0.3	430
wavelet-LHL_glrlm_GrayLevelNonUniformity	0.23780487804878048	0.3	207
wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized	0.2865853658536585	0.2	415
wavelet-LHL_glrlm_GrayLevelVariance	0.21707317073170732	0.35	432
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis	0.2121951219512195	0.25	180
wavelet-LHL_glrlm_LongRunEmphasis	0.33170731707317075	0.3	431
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis	0.22073170731707317	0.15	172
wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis	0.2097560975609756	0.15	331
wavelet-LHL_glrlm_LowGrayLevelRunEmphasis	0.14512195121951219	0.2	358
wavelet-LHL_glrlm_RunEntropy	0.18292682926829268	0.35	545
wavelet-LHL_glrlm_RunLengthNonUniformity	0.3170731707317073	0.4	308
wavelet-LHL_glrlm_RunLengthNonUniformityNormalized	0.3121951219512195	0.2	502
wavelet-LHL_glrlm_RunPercentage	0.3304878048780488	0.2	483
wavelet-LHL_glrlm_RunVariance	0.3231707317073171	0.25	399
wavelet-LHL_glrlm_ShortRunEmphasis	0.2890243902439024	0.2	488
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis	0.17926829268292682	0.25	191
wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis	0.16951219512195123	0.1	363
wavelet-LHL_glszm_GrayLevelNonUniformity	0.325609756097561	0.35	303
wavelet-LHL_glszm_GrayLevelNonUniformityNormalized	0.28780487804878047	0.3	499
wavelet-LHL_glszm_GrayLevelVariance	0.26707317073170733	0.3	360
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis	0.19146341463414634	0.3	184
wavelet-LHL_glszm_LargeAreaEmphasis	0.3402439024390244	0.2	294
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis	0.2426829268292683	0.2	173
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis	0.2573170731707317	0.15	237
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis	0.1975609756097561	0.2	370
wavelet-LHL_glszm_SizeZoneNonUniformity	0.275609756097561	0.15	723
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized	0.3	0.25	610
wavelet-LHL_glszm_SmallAreaEmphasis	0.3073170731707317	0.25	564
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis	0.11829268292682926	0.25	201
wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis	0.16829268292682928	0.25	383
wavelet-LHL_glszm_ZoneEntropy	0.26707317073170733	0.25	551
wavelet-LHL_glszm_ZonePercentage	0.3146341463414634	0.4	527
wavelet-LHL_glszm_ZoneVariance	0.32682926829268294	0.2	220
wavelet-LHL_ngtdm_Busyness	0.21829268292682927	0.1	315
wavelet-LHL_ngtdm_Coarseness	0.2451219512195122	0.2	471
wavelet-LHL_ngtdm_Complexity	0.25609756097560976	0.15	664
wavelet-LHL_ngtdm_Contrast	0.2707317073170732	0.25	622
wavelet-LHL_ngtdm_Strength	0.17560975609756097	0.2	241
wavelet-LLH_firstorder_10Percentile	0.2048780487804878	0.1	186
wavelet-LLH_firstorder_90Percentile	0.18414634146341463	0.25	157
wavelet-LLH_firstorder_Energy	0.35	0.35	1
wavelet-LLH_firstorder_Entropy	0.2304878048780488	0.2	126
wavelet-LLH_firstorder_InterquartileRange	0.1902439024390244	0.25	283
wavelet-LLH_firstorder_Kurtosis	0.17926829268292682	0.25	445
wavelet-LLH_firstorder_Maximum	0.1926829268292683	0.1	465
wavelet-LLH_firstorder_Mean	0.1951219512195122	0.15	66
wavelet-LLH_firstorder_MeanAbsoluteDeviation	0.26463414634146343	0.2	213
wavelet-LLH_firstorder_Median	0.12195121951219512	0.25	84
wavelet-LLH_firstorder_Minimum	0.20365853658536584	0.25	556
wavelet-LLH_firstorder_Range	0.22926829268292684	0.2	472
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation	0.22926829268292684	0.15	225
wavelet-LLH_firstorder_Skewness	0.21585365853658536	0.3	462
wavelet-LLH_firstorder_TotalEnergy	0.35	0.35	1
wavelet-LLH_firstorder_Uniformity	0.18170731707317073	0.15	125
wavelet-LLH_firstorder_Variance	0.27926829268292686	0.2	242
wavelet-LLH_glcm_Autocorrelation	0.19634146341463415	0.2	119
wavelet-LLH_glcm_ClusterProminence	0.13902439024390245	0.35	172
wavelet-LLH_glcm_ClusterShade	0.3670731707317073	0	173
wavelet-LLH_glcm_ClusterTendency	0.25609756097560976	0.2	153
wavelet-LLH_glcm_Contrast	0.23902439024390243	0.3	260
wavelet-LLH_glcm_Correlation	0.11585365853658537	0.2	224
wavelet-LLH_glcm_DifferenceAverage	0.23902439024390243	0.3	260
wavelet-LLH_glcm_DifferenceEntropy	0.2548780487804878	0.35	253
wavelet-LLH_glcm_DifferenceVariance	0.27682926829268295	0.45	260
wavelet-LLH_glcm_Id	0.23902439024390243	0.3	260
wavelet-LLH_glcm_Idm	0.23902439024390243	0.3	260
wavelet-LLH_glcm_Idmn	0.23902439024390243	0.3	259
wavelet-LLH_glcm_Idn	0.23902439024390243	0.3	262
wavelet-LLH_glcm_Imc1	0.12682926829268293	0.3	234
wavelet-LLH_glcm_Imc2	0.26707317073170733	0.3	251
wavelet-LLH_glcm_InverseVariance	0.23902439024390243	0.3	260
wavelet-LLH_glcm_JointAverage	0.32195121951219513	0.3	114
wavelet-LLH_glcm_JointEnergy	0.2121951219512195	0.2	175
wavelet-LLH_glcm_JointEntropy	0.19146341463414634	0.2	188
wavelet-LLH_glcm_MaximumProbability	0.17804878048780487	0.25	188
wavelet-LLH_glcm_SumEntropy	0.23902439024390243	0.15	162
wavelet-LLH_glcm_SumSquares	0.1524390243902439	0.3	146
wavelet-LLH_gldm_DependenceEntropy	0.26097560975609757	0.4	180
wavelet-LLH_gldm_DependenceNonUniformity	0.42317073170731706	0.4	176
wavelet-LLH_gldm_DependenceNonUniformityNormalized	0.35121951219512193	0.3	190
wavelet-LLH_gldm_DependenceVariance	0.2939024390243902	0.25	234
wavelet-LLH_gldm_GrayLevelNonUniformity	0.26951219512195124	0.4	35
wavelet-LLH_gldm_GrayLevelVariance	0.18170731707317073	0.15	126
wavelet-LLH_gldm_HighGrayLevelEmphasis	0.2597560975609756	0.15	110
wavelet-LLH_gldm_LargeDependenceEmphasis	0.18902439024390244	0.4	69
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis	0.26463414634146343	0.45	72
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis	0.20365853658536584	0.25	102
wavelet-LLH_gldm_LowGrayLevelEmphasis	0.2597560975609756	0.15	109
wavelet-LLH_gldm_SmallDependenceEmphasis	0.25	0.4	369
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis	0.3170731707317073	0.4	305
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis	0.15121951219512195	0.2	406
wavelet-LLH_glrlm_GrayLevelNonUniformity	0.20609756097560974	0.3	190
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized	0.20365853658536584	0.25	161
wavelet-LLH_glrlm_GrayLevelVariance	0.20365853658536584	0.25	162
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis	0.13414634146341464	0.2	140
wavelet-LLH_glrlm_LongRunEmphasis	0.3353658536585366	0.45	83
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis	0.12317073170731707	0.35	85
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis	0.2573170731707317	0.35	117
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis	0.13414634146341464	0.2	141
wavelet-LLH_glrlm_RunEntropy	0.18658536585365854	0.25	115
wavelet-LLH_glrlm_RunLengthNonUniformity	0.348780487804878	0.15	117
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized	0.33170731707317075	0.3	98
wavelet-LLH_glrlm_RunPercentage	0.2707317073170732	0.6	87
wavelet-LLH_glrlm_RunVariance	0.2731707317073171	0.35	92
wavelet-LLH_glrlm_ShortRunEmphasis	0.31341463414634146	0.4	156
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis	0.26707317073170733	0.5	173
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis	0.21585365853658536	0.2	204
