Feature_name,mae,rank
wavelet-HHL_glszm_HighGrayLevelZoneEmphasis,0.5712231255288497,738
wavelet-HHL_glszm_LargeAreaEmphasis,0.29194193464984775,347
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.38755619591059093,514
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.3583398158056318,463
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.5222964904779318,716
wavelet-HHL_glszm_SizeZoneNonUniformity,0.6063471607415816,754
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,0.45113244889189597,639
wavelet-HHL_glszm_SmallAreaEmphasis,0.43359279492262365,599
wavelet-HHL_glszm_SmallAreaHighGrayLevelEmphasis,0.6055245330985979,752
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.5366256710412796,726
wavelet-HHL_glszm_ZoneEntropy,0.45895104960076694,652
wavelet-HHL_glszm_ZonePercentage,0.3740645270168657,491
wavelet-HHL_glszm_ZoneVariance,0.25356502024030947,280
wavelet-HHL_ngtdm_Busyness,0.36599383321071616,478
wavelet-HHL_ngtdm_Coarseness,0.466319234616101,658
wavelet-HHL_ngtdm_Complexity,0.45846824224241844,651
wavelet-HHL_ngtdm_Contrast,0.3751508441995097,494
wavelet-HHL_ngtdm_Strength,0.25140776675508153,274
wavelet-HLH_firstorder_10Percentile,0.653598557424481,761
wavelet-HLH_firstorder_90Percentile,0.18613829721621164,143
wavelet-HLH_firstorder_Energy,0,1
wavelet-HLH_firstorder_Entropy,0.2602228415714965,293
wavelet-HLH_firstorder_InterquartileRange,0.21311510409170442,200
wavelet-HLH_firstorder_Kurtosis,0.4824668563431243,682
wavelet-HLH_firstorder_Maximum,0.34656827279073826,438
wavelet-HLH_firstorder_Mean,0.1315150570504259,70
wavelet-HLH_firstorder_MeanAbsoluteDeviation,0.16515310460143193,116
wavelet-HLH_firstorder_Median,0.25543089680327485,283
wavelet-HLH_firstorder_Minimum,0.3306265277673676,406
wavelet-HLH_firstorder_Range,0.3035941213464016,367
wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,0.18812356467090166,150
wavelet-HLH_firstorder_RootMeanSquared,NA,NA
wavelet-HLH_firstorder_Skewness,0.44758659753127317,634
wavelet-HLH_firstorder_TotalEnergy,0,1
wavelet-HLH_firstorder_Uniformity,0.2663025440299055,305
wavelet-HLH_firstorder_Variance,0.18903134618277737,152
wavelet-HLH_glcm_Autocorrelation,0.28999717577978706,344
wavelet-HLH_glcm_ClusterProminence,0.42722568953598705,587
wavelet-HLH_glcm_ClusterShade,0.4565382715441456,648
wavelet-HLH_glcm_ClusterTendency,0.3085536857895878,373
wavelet-HLH_glcm_Contrast,0.3528150158875241,455
wavelet-HLH_glcm_Correlation,0.4935175567339958,698
wavelet-HLH_glcm_DifferenceAverage,0.3528150158875241,455
wavelet-HLH_glcm_DifferenceEntropy,0.26321852780663674,299
wavelet-HLH_glcm_DifferenceVariance,0.26175547792772247,295
wavelet-HLH_glcm_Id,0.35281501588752395,454
wavelet-HLH_glcm_Idm,0.35281501588752395,454
wavelet-HLH_glcm_Idmn,0.3528150158875231,453
wavelet-HLH_glcm_Idn,0.3528150158875241,455
wavelet-HLH_glcm_Imc1,0.754257187382226,773
wavelet-HLH_glcm_Imc2,0.6135353612211917,756
wavelet-HLH_glcm_InverseVariance,0.3528150158875241,455
wavelet-HLH_glcm_JointAverage,0.28643316112912637,341
wavelet-HLH_glcm_JointEnergy,0.25024999977397533,271
wavelet-HLH_glcm_JointEntropy,0.25337704257193583,278
wavelet-HLH_glcm_MaximumProbability,0.29728796589639456,357
wavelet-HLH_glcm_SumEntropy,0.26920151725109476,309
wavelet-HLH_glcm_SumSquares,0.26268501781585524,297
wavelet-HLH_gldm_DependenceEntropy,0.22751067732743124,226
wavelet-HLH_gldm_DependenceNonUniformity,0.4440686379398582,622
wavelet-HLH_gldm_DependenceNonUniformityNormalized,0.2700313983259359,311
wavelet-HLH_gldm_DependenceVariance,0.29251696437955343,348
wavelet-HLH_gldm_GrayLevelNonUniformity,0.26769835777107787,307
wavelet-HLH_gldm_GrayLevelVariance,0.2663025440299055,305
wavelet-HLH_gldm_HighGrayLevelEmphasis,0.2940527244107118,353
wavelet-HLH_gldm_LargeDependenceEmphasis,0.3613413066554548,467
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.3932946627032072,527
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.2729070088985857,319
wavelet-HLH_gldm_LowGrayLevelEmphasis,0.2940527244107118,353
wavelet-HLH_gldm_SmallDependenceEmphasis,0.40370601459946986,545
wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.41010109660739313,561
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.4161229351423789,570
wavelet-HLH_glrlm_GrayLevelNonUniformity,0.23319751715853004,243
wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,0.1980865390215484,172
wavelet-HLH_glrlm_GrayLevelVariance,0.19808653902154852,173
wavelet-HLH_glrlm_HighGrayLevelRunEmphasis,0.2375365077831019,250
wavelet-HLH_glrlm_LongRunEmphasis,0.37751920379013265,498
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.400591575912317,543
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.2630142467154845,298
wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.23753650778310187,249
wavelet-HLH_glrlm_RunEntropy,0.24611626327959957,266
wavelet-HLH_glrlm_RunLengthNonUniformity,0.42191718021387187,576
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,0.3375236605873038,420
wavelet-HLH_glrlm_RunPercentage,0.3802704422908404,505
wavelet-HLH_glrlm_RunVariance,0.41110536087306415,562
wavelet-HLH_glrlm_ShortRunEmphasis,0.35807339926938064,460
wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis,0.25709015403684465,289
wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.3741168358526605,492
wavelet-HLH_glszm_GrayLevelNonUniformity,0.49177051084383355,695
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,0.548278558598203,731
wavelet-HLH_glszm_GrayLevelVariance,0.548278558598203,731
wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.5428532794724057,728
wavelet-HLH_glszm_LargeAreaEmphasis,0.3244546801477365,397
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.3227584429854152,392
wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.33051479454498156,405
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.5428532794724057,728
wavelet-HLH_glszm_SizeZoneNonUniformity,0.47680435405277205,672
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.5106397935036451,713
wavelet-HLH_glszm_SmallAreaEmphasis,0.46874057958240295,662
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.48173985471765046,680
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.47277279941124656,669
wavelet-HLH_glszm_ZoneEntropy,0.5283090837903461,722
wavelet-HLH_glszm_ZonePercentage,0.4362941783284089,607
wavelet-HLH_glszm_ZoneVariance,0.33573676428851884,417
wavelet-HLH_ngtdm_Busyness,0.25918572968477144,290
wavelet-HLH_ngtdm_Coarseness,0.19980508803830224,177
wavelet-HLH_ngtdm_Complexity,0.34055034320716815,425
wavelet-HLH_ngtdm_Contrast,0.3230900300802547,393
wavelet-HLH_ngtdm_Strength,0.19850354157319436,174
wavelet-HLL_firstorder_10Percentile,0.8033017372381627,777
wavelet-HLL_firstorder_90Percentile,0.09765282601079728,33
wavelet-HLL_firstorder_Energy,0.06347378875125094,16
wavelet-HLL_firstorder_Entropy,0.23166729401417696,235
wavelet-HLL_firstorder_InterquartileRange,0.13508790454743988,75
wavelet-HLL_firstorder_Kurtosis,0.21672268425734145,203
wavelet-HLL_firstorder_Maximum,0.16048532958904546,110
wavelet-HLL_firstorder_Mean,0.039993698724496166,8
wavelet-HLL_firstorder_MeanAbsoluteDeviation,0.10108656543472401,38
wavelet-HLL_firstorder_Median,0.19324111121170673,160
wavelet-HLL_firstorder_Minimum,0.1638422307264021,114
wavelet-HLL_firstorder_Range,0.13971323027807744,82
wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,0.10790092039427915,46
wavelet-HLL_firstorder_RootMeanSquared,0.036045303462225835,6
wavelet-HLL_firstorder_Skewness,0.24903435040601282,269
wavelet-HLL_firstorder_TotalEnergy,0.063473788751251,17
